ordem_prioridade,lote_leitura,id_unico,doi,titulo,ano,eixo_tematico_preliminar,metodo_mcdm_especifico,tecnologia_especifica,necessita_leitura_completa
1435,15,REG_08000,10.14455/isec.2023.10(1).aae-13,A BAYESIAN DATA UPDATING MODEL FOR MANAGING BUILDING ENVELOPE INSPECTIONS,2023,gestao_predial_com_decisao_multicriterio,MCDM/MCDA generico (sem metodo nomeado no titulo+resumo),,sim
1436,15,REG_02911,10.2118/210903-ms,The Journey Towards Net Zero Emissions for the Second Largest Asset in Petroleum Development Oman,2022,gestao_predial_sustentabilidade_geral,,,sim
1437,15,REG_07226,NA,"15th Built Environment Conference, 2021",2023,gestao_predial_com_tecnologia_aplicada,,outra tecnologia: smart building,sim
1438,15,REG_02452,10.1108/sasbe-04-2020-0032,Towards sustainable commercial buildings: an analysis of operation and maintenance (O&M) costs in Sri Lanka,2022,gestao_predial_sustentabilidade_geral,,,sim
1439,15,REG_02546,10.1016/j.buildenv.2022.109282,"Tradeoffs among indoor air quality, financial costs, and CO2 emissions for HVAC operation strategies to mitigate indoor virus in U.S. office buildings",2022,gestao_predial_sustentabilidade_geral,,,sim
1440,15,REG_07059,10.3390/su151410770,A General Framework for Sustainability Assessment of Buildings: A Life-Cycle Thinking Approach,2023,gestao_predial_com_decisao_multicriterio,MCDM/MCDA generico (sem metodo nomeado no titulo+resumo),,sim
1441,15,REG_07449,NA,"3rd International Conference of International Society for Intelligent Construction, ISIC 2022",2023,gestao_predial_com_tecnologia_aplicada,,BIM,sim
1442,15,REG_02945,10.3390/w14010115,UASB Performance and Perspectives in Urban Wastewater Treatment at Sub-Mesophilic Operating Temperature,2022,gestao_predial_sustentabilidade_geral,,,sim
1443,15,REG_02742,10.1007/978-981-16-5543-2_29,Urban Facilities Management: A Way of Attaining Sustainable Cities in Sri Lanka,2022,gestao_predial_sustentabilidade_geral,,,sim
1444,15,REG_07300,10.1109/peeic59336.2023.10450629,5G Pathway Navigation for Smart Infrastructure,2023,gestao_predial_com_tecnologia_aplicada,,BIM; IoT; outra tecnologia: smart building,sim
1445,15,REG_06950,10.1007/s12273-023-1028-y,A fuzzy cognitive map-based algorithm for predicting water consumption in Spanish healthcare centres,2023,gestao_predial_com_decisao_multicriterio,MCDM/MCDA generico (sem metodo nomeado no titulo+resumo),,sim
1446,15,REG_02419,NA,Utilizing GSCM for Waste Management in Green Building Operations & Analysis of Psychology Differences between Turkish and EU Rules,2022,gestao_predial_sustentabilidade_geral,,,sim
1447,15,REG_02497,10.1371/journal.pone.0274000,"A capability perspective on sustainable employability: A Dutch focus group study on organizational, work and personal conversion factors",2022,gestao_predial_contexto_publico_universitario,,,sim
1448,15,REG_02974,10.2118/210025-ms,Vaca Muerta Oil Production Facility Energy Efficiency Analysis,2022,gestao_predial_sustentabilidade_geral,,,sim
1449,15,REG_07409,NA,"9th International Conference on Mobility, IoT and Smart Cities, EAI Mobility IoT 2022",2023,gestao_predial_com_tecnologia_aplicada,,BIM; IoT,sim
1450,15,REG_02937,10.1088/1755-1315/1109/1/012044,"Variable sustainability of domestic wastewater management in informal self-help housing, Case Study Bogor City",2022,gestao_predial_sustentabilidade_geral,,,sim
1451,15,REG_07434,10.1109/ickii58656.2023.10332639,"Analysis of Smart Building System: Risks, Threats, and Standards",2023,gestao_predial_com_decisao_multicriterio,MCDM/MCDA generico (sem metodo nomeado no titulo+resumo),IoT; outra tecnologia: smart building,sim
1452,15,REG_07140,10.1108/f-06-2022-0088,Research and evidence-based standards paving the way for a digital and sustainable transformation of the built environment,2023,gestao_predial_biossistemica_conceitual,,,sim
1453,15,REG_03355,10.1155/2021/6680380,"""intelligent"" Technical Guidelines for Chongqing East Railway Station Building and Supporting Hub Area",2021,gestao_predial_sustentabilidade_geral,,,sim
1454,15,REG_07189,10.1108/ci-10-2020-0161,A BIM-based model checking in the green building maintenance: a review,2023,gestao_predial_com_tecnologia_aplicada,,BIM,sim
1455,15,REG_03248,10.1016/j.jobe.2020.102109,A comparative life cycle assessment of structural flooring systems in Western Australia,2021,gestao_predial_sustentabilidade_geral,,,sim
1456,15,REG_09113,10.1061/ppscfx.sceng-1131,"Application of Multicriteria Decision-Making Methods to Determine the Appropriate Policy for Maintenance of Buildings in Karaj City, Iran",2023,gestao_predial_com_decisao_multicriterio,MCDM/MCDA generico (sem metodo nomeado no titulo+resumo),,sim
1457,15,REG_03052,10.1016/j.jobe.2021.103098,A deep learning algorithm-driven approach to predicting repair costs associated with natural disaster indicators: The case of accommodation facilities,2021,gestao_predial_sustentabilidade_geral,,,sim
1458,15,REG_07250,NA,A SYSTEMATIC REVIEW ON BARRIERS IN INTEGRATING BUILDING INFORMATION MODELLING (BIM) IN FACILITIES MANAGEMENT,2023,gestao_predial_com_tecnologia_aplicada,,BIM,sim
1459,15,REG_03002,10.1016/j.jobe.2021.103000,A model to support long-term building maintenance planning for multifamily housing,2021,gestao_predial_sustentabilidade_geral,,,sim
1460,15,REG_09202,NA,Applying NABERS IE to a University Building in the UK,2022,gestao_predial_contexto_publico_universitario,,,sim
1461,15,REG_03095,10.1016/j.jobe.2021.102348,A novel hybrid GA-PSO optimization technique for multi-location facility maintenance scheduling problem,2021,gestao_predial_sustentabilidade_geral,,,sim
1462,15,REG_07259,10.3303/cet23106065,A Systematic Literature Review on BIM-based Facilities Management towards Sustainable Construction,2023,gestao_predial_com_tecnologia_aplicada,,BIM,sim
1463,15,REG_07079,10.3390/w15142558,Assessment of Barriers to Canal Irrigation Efficiency for Sustainable Harnessing of Irrigation Potential,2023,gestao_predial_com_decisao_multicriterio,AHP,,sim
1464,15,REG_03466,10.1016/j.apenergy.2020.116091,A real-time diagnostic tool for evaluating the thermal performance of nearly zero energy buildings,2021,gestao_predial_sustentabilidade_geral,,,sim
1465,15,REG_03180,10.3390/su13094740,A sustainable facility management outsourcing relationships system: Artificial neural networks,2021,gestao_predial_sustentabilidade_geral,,,sim
1466,15,REG_06967,10.1016/j.scs.2023.104795,A digital twin architecture for real-time and offline high granularity analysis in smart buildings,2023,gestao_predial_com_tecnologia_aplicada,,Digital Twin; outra tecnologia: smart building,sim
1467,15,REG_06902,10.3390/buildings13123064,Asset Resource Optimization Solution for Smart Hospital Facilities and Energy Management through an Interpretive Structural Model,2023,gestao_predial_com_decisao_multicriterio,MCDM/MCDA generico (sem metodo nomeado no titulo+resumo),BIM,sim
1468,15,REG_03005,10.1038/s41597-021-00989-6,A synthetic building operation dataset,2021,gestao_predial_sustentabilidade_geral,,,sim
1469,15,REG_07138,10.1108/f-07-2022-0092,A discussion of digital transition impact on facility management of hospital buildings,2023,gestao_predial_com_tecnologia_aplicada,,BIM; IoT,sim
1470,15,REG_03442,10.30880/jtet.2021.13.01.014,A tie between educational institution and industry: A case study of benefit from work-based learning,2021,gestao_predial_sustentabilidade_geral,,,sim
1471,15,REG_03173,10.1109/temscon-eur52034.2021.9488618,Achieving an effective energy sustainability strategy,2021,gestao_predial_sustentabilidade_geral,,,sim
1472,15,REG_07261,10.1088/1755-1315/1176/1/012028,Choosing by Advantages Application Areas in Facilities Management: A Literature Review,2023,gestao_predial_com_decisao_multicriterio,MCDM/MCDA generico (sem metodo nomeado no titulo+resumo),,sim
1473,15,REG_07047,10.3390/buildings13082061,Roles of Artificial Intelligence and Machine Learning in Enhancing Construction Processes and Sustainable Communities,2023,gestao_predial_biossistemica_conceitual,,,sim
1474,15,REG_06996,10.1051/e3sconf/202342901002,A review and bibliometric analysis of utilizing building information modeling (BIM) on effective operation and maintenance (O&M),2023,gestao_predial_com_tecnologia_aplicada,,BIM,sim
1475,15,REG_03318,10.1080/20479700.2019.1616387,Addressing facility management issues and challenges common among public health care institutions in a developing country,2021,gestao_predial_sustentabilidade_geral,,,sim
1476,15,REG_02573,10.3390/buildings12070941,Behaviour-Driven Energy-Saving in Hotels: The Roles of Extraversion and Past Behaviours on Guests’ Energy-Conservation Intention,2022,gestao_predial_contexto_publico_universitario,,,sim
1477,15,REG_03393,10.1007/978-981-15-8131-1_29,An empirical study of visual comfort in office buildings,2021,gestao_predial_sustentabilidade_geral,,,sim
1478,15,REG_07352,10.1109/mercon60487.2023.10355434,Comparative Analysis of Running Costs: Conventional Vs. Sustainable Industrial Buildings during Economic Crises in Sri Lanka,2023,gestao_predial_com_decisao_multicriterio,MCDM/MCDA generico (sem metodo nomeado no titulo+resumo),,sim
1479,15,REG_07317,10.1007/978-3-031-12382-5_42,Adoption Factors of Digitize Facilities: A Management Review,2023,gestao_predial_com_tecnologia_aplicada,,BIM,sim
1480,15,REG_03430,10.24425/ace.2021.138486,An investigation of the potential of dematerialization to reduce the life cycle embodied energy of buildings,2021,gestao_predial_sustentabilidade_geral,,,sim
1481,15,REG_03026,10.3390/su132112220,Analysis of the impact of input data on the planned costs of building maintenance,2021,gestao_predial_sustentabilidade_geral,,,sim
1482,15,REG_06936,10.1145/3600100.3623736,An End-to-End Solution for Spatial Inference in Smart Buildings,2023,gestao_predial_com_tecnologia_aplicada,,IoT; outra tecnologia: smart building,sim
1483,15,REG_03309,10.1088/1755-1315/632/5/052105,Analysis of the status quo of green building operation management and countermeasures,2021,gestao_predial_sustentabilidade_geral,,,sim
1484,15,REG_09211,10.1108/ijbpa-03-2021-0036,Condition assessment model of building indoor environment: a case study on educational buildings,2023,gestao_predial_com_decisao_multicriterio,AHP,,sim
1485,15,REG_03454,10.5659/jaik.2021.37.3.133,Analysis on facility performance evaluation of public libraries-comparison with libraries in Seoul district and local areas-,2021,gestao_predial_sustentabilidade_geral,,,sim
1486,15,REG_07004,10.1016/j.enbuild.2023.113215,An adaptive federated learning system for community building energy load forecasting and anomaly prediction,2023,gestao_predial_com_tecnologia_aplicada,,IoT,sim
1487,15,REG_03471,10.1155/2021/5598690,Application of Deep Learning and Unmanned Aerial Vehicle on Building Maintenance,2021,gestao_predial_sustentabilidade_geral,,,sim
1488,15,REG_02550,10.1115/1.4055639,Comparative Study Between Energy Performances of Non-Renewable and Renewable Source Based Grid-Tied HVAC Systems in Subtropical Climates,2022,gestao_predial_contexto_publico_universitario,,,sim
1489,15,REG_09147,10.1016/j.jobe.2023.106941,Critical success factors of heritage building maintenance management: An ISM-MICMAC analysis,2023,gestao_predial_com_decisao_multicriterio,MCDM/MCDA generico (sem metodo nomeado no titulo+resumo),,sim
1490,15,REG_03081,10.1016/j.jobe.2021.102385,Assessing critical risk factors (CRFs) to sustainable housing: The perspective of a sub-Saharan African country,2021,gestao_predial_sustentabilidade_geral,,,sim
1491,15,REG_07129,10.1007/s10098-022-02443-6,An integrated building information modelling-based environmental impact assessment framework,2023,gestao_predial_com_tecnologia_aplicada,,BIM,sim
1492,15,REG_08041,NA,Assessment of a historic wood barn,2021,gestao_predial_sustentabilidade_geral,,,sim
1493,15,REG_03019,10.1088/1755-1315/881/1/012039,Challenges in maintaining facilities in elderly Pondok Village environment,2021,gestao_predial_sustentabilidade_geral,,,sim
1494,15,REG_06963,10.1002/ird.2808,Decision support systems in irrigation management: Irrigation Facilities Spatial Information System,2023,gestao_predial_com_decisao_multicriterio,MCDM/MCDA generico (sem metodo nomeado no titulo+resumo),,sim
1495,15,REG_07377,10.1109/ecice59523.2023.10383167,Application of Digital Twins in Improving Efficiency and Reducing Cost in Maintenance of Industrial Building Complexs in Universities,2023,gestao_predial_com_tecnologia_aplicada,,BIM; Digital Twin,sim
1496,15,REG_07196,10.3390/su15043174,Sustainable Facilities Management in the Built Environment: A Mixed-Method Review,2023,gestao_predial_biossistemica_conceitual,,,sim
1497,15,REG_03264,10.1088/1755-1315/654/1/012010,Challenges of implementing sustainable facilities management in higher institutions of learning,2021,gestao_predial_sustentabilidade_geral,,,sim
1498,15,REG_03039,10.1108/bepam-03-2020-0055,Climatic conditions and the resilience of buildings along Lagos coastline,2021,gestao_predial_sustentabilidade_geral,,,sim
1499,15,REG_07067,10.3390/buildings13071629,Determining the Essential Criteria for Choosing Appropriate Methods for Maintenance and Repair of Iraqi Healthcare Building Facilities,2023,gestao_predial_com_decisao_multicriterio,AHP,,sim
1500,15,REG_07573,10.1007/978-3-030-97940-9_102,Application of Machine Learning for Energy-Efficient Buildings,2023,gestao_predial_com_tecnologia_aplicada,,Data-driven,sim
1501,16,REG_03242,10.1016/j.enbuild.2021.110732,Comparative life-cycle cost (LCC) study of green and traditional industrial buildings in Sri Lanka,2021,gestao_predial_sustentabilidade_geral,,,sim
1502,16,REG_02897,10.1080/13467581.2021.1971683,Cost assessment model for sustainable operation and maintenance of large public research infrastructures,2022,gestao_predial_contexto_publico_universitario,,,sim
1503,16,REG_03368,NA,Comparison of Life Cycle Costs at Operating Cogeneration and RNG Facilities,2021,gestao_predial_sustentabilidade_geral,,,sim
1504,16,REG_07255,10.3389/fbuil.2023.1334005,Assessment of the challenges influencing the adoption of smart building technologies,2023,gestao_predial_com_tecnologia_aplicada,,outra tecnologia: smart building,sim
1505,16,REG_07126,10.3390/su15107917,"Development of Sustainability Assessment Criteria in Selection of Municipal Solid Waste Treatment Technology in Developing Countries: A Case of Ho Chi Minh City, Vietnam",2023,gestao_predial_com_decisao_multicriterio,AHP,,sim
1506,16,REG_03409,NA,Conceptual Design of a Robotic Building Envelope Assessment System for Energy Efficiency,2021,gestao_predial_sustentabilidade_geral,,,sim
1507,16,REG_03296,10.1016/j.buildenv.2020.107535,Design and in-field testing of a multi-level system for continuous subjective occupant feedback on indoor climate,2021,gestao_predial_sustentabilidade_geral,,,sim
1508,16,REG_06921,10.1016/j.enbuild.2023.113635,Automated monitoring applications for existing buildings through natural language processing based semantic mapping of operational data and creation of digital twins,2023,gestao_predial_com_tecnologia_aplicada,,Digital Twin,sim
